,Players,Ratings,Season
1731,Charlie Daniels,71,2015
1732,Fraizer Campbell,71,2015
1733,Marc Pugh,71,2015
1734,Ben Watson,71,2015
1735,Billy Jones,71,2015
1736,Daniel Amartey,70,2015
1737,Tyrone Mings,70,2015
1738,Juan Carlos Paredes,70,2015
1739,Patrick BamfordL,70,2015
1740,Serge Gnabry,70,2015
1741,Andre WisdomL,70,2015
1742,Liam Moore,70,2015
1743,Michael Hector,70,2015
1744,Juanmi,70,2015
1745,Adam Smith,70,2015
1746,Declan Rudd,70,2015
1747,Andy King,70,2015
1748,Adlene Guedioura,70,2015
1749,Marco Amelia,70,2015
1750,Steven Whittaker,70,2015
1751,Gary O'Neil,70,2015
1752,Marcus Rashford,69,2015
1753,Josh Onomah,69,2015
1754,Paddy McNair,69,2015
1755,Alex Iwobi,69,2015
1756,Clinton N'Jie,69,2015
1757,Andreas Pereira,69,2015
1758,Modou Barrow,69,2015
1759,Cuco Martina,69,2015
1760,Paul Dummett,69,2015
1761,Jamaal Lascelles,69,2015
1762,Tommie Hoban,69,2015
1763,Valentin Roberge,69,2015
1764,Jeffrey Schlupp,69,2015
1765,Junior Stanislas,69,2015
1766,Joshua King,69,2015
1767,Felipe Mattioni,69,2015
1768,Gabriel Obertan,69,2015
1769,Lewis Grabban,69,2015
1770,Ikechi Anya,69,2015
1771,Rob Elliot,69,2015
1772,Steve Harper,69,2015
1773,Obbi Oulare,68,2015
1774,Joe Gomez,68,2015
1775,Demarai Gray,68,2015
1776,Guillermo Varela,68,2015
1777,Teixeira,68,2015
1778,Sean Murray,68,2015
1779,Eunan O'Kane,68,2015
1780,Karl Darlow,68,2015
1781,Kyle Bartley,68,2015
1782,Matty James,68,2015
1783,Marvin Emnes,68,2015
1784,Rhoys Wiggins,68,2015
1785,Joey O'Brien,68,2015
1786,Chris Brunt,68,2015
1787,Cameron Borthwick-Jackson,67,2015
1788,Tony Andreu,67,2015
1789,Duncan Watmore,67,2015
1790,Harrison Reed,67,2015
1791,Doneil Henry,67,2015
1792,Patrick McCarthy,67,2015
1793,Timothy Fosu-Mensah,66,2015
1794,Kasey Palmer,66,2015
1795,Manu Garcia,66,2015
1796,Brandon Barker,66,2015
1797,Matt Targett,66,2015
1798,Ruben Loftus-Cheek,66,2015
1799,Brendan Galloway,66,2015
1800,Tokelo Rantie,66,2015
1801,Tyias Browning,66,2015
1802,Craig Dawson,66,2015
1803,Shaun MacDonald,66,2015
1804,Ben Hamer,66,2015
1805,Jonathan Leko,65,2015
1806,Reece Oxford,65,2015
1807,Thierry Ambrose,65,2015
1808,Bersant Celina,65,2015
1809,Kenji Gorre,65,2015
1810,Danny Ward,65,2015
1811,Ezekiel Fryers,65,2015
1812,Sam Johnstone,65,2015
1813,Paulo Gazzaniga,65,2015
1814,Will Keane,65,2015
1815,Kwesi Appiah,65,2015
1816,Ben Chilwell,64,2015
1817,Keshi Anderson,64,2015
1818,Kieran Dowell,64,2015
1819,Angelino,64,2015
1820,Baily Cargill,64,2015
1821,Sam Gallagher,64,2015
1822,Tammy Abraham,63,2015
1823,Dennon Lewis,63,2015
1824,David Faupala,63,2015
1825,Nathan Oduwa,63,2015
1826,Sheyi Ojo,63,2015
1827,Lynden Gooch,63,2015
1828,Jindrich Staněk,63,2015
1829,Jay Fulton,63,2015
1830,Michael Cain,63,2015
1831,Matthew Pennington,63,2015
1832,Conor Grant,63,2015
1833,Angus Gunn,63,2015
1834,Curtis Good,63,2015
1835,Donyell Malen,62,2015
1836,Andre Green,62,2015
1837,Aleix Garcia,62,2015
1838,Jeff Reine-Adelaide,62,2015
1839,Joel Taylor,62,2015
1840,Dionatan Teixeira,62,2015
1841,Stephen Hendrie,62,2015
1842,Jake Hesketh,62,2015
1843,Martin Samuelsen,62,2015
1844,Ryan Seager,62,2015
1845,Jakob Haugaard,62,2015
1846,Kevin Stewart,62,2015
1847,Stephane Zubar,62,2015
1848,Joe Riley,61,2015
1849,Marcus McGuane,61,2015
1850,Joe Ward,61,2015
1851,Andre Wright,61,2015
1852,Matthew Butcher,61,2015
1853,Zachary Elbouzedi,61,2015
1854,Rushian Hepburn-Murphy,61,2015
1855,Oliver Shenton,61,2015
1856,Kevin Toner,61,2015
1857,Luke McGee,61,2015
1858,Mason Holgate,61,2015
1859,Krystian Bielik,61,2015
1860,Stephen Kingsley,61,2015
1861,Moha,61,2015
1862,Freddie Woodman,61,2015
1863,Jake Flannigan,61,2015
1864,Gregor Zabret,61,2015
1865,Joe Dodoo,61,2015
1866,Daniel Bachmann,61,2015
1867,Kyle Edwards,60,2015
1868,Andre Olukanmi,60,2015
1869,Joe Quigley,60,2015
1870,Jake Clarke-Salter,60,2015
1871,Alfie Young,60,2015
1872,Tyler Roberts,60,2015
1873,Jamie Sterry,60,2015
1874,Daniel Barlaser,60,2015
1875,Regan Poole,60,2015
1876,Tom Beadling,60,2015
1877,Rees Greenwood,60,2015
1878,Ola Aina,60,2015
1879,Cameron Humphreys-Grant,60,2015
1880,Harry Winks,60,2015
1881,Cameron Brannagan,60,2015
1882,Josh Sims,60,2015
1883,Callum Elder,60,2015
1884,Dominic Gape,60,2015
1885,Brad Smith,60,2015
1886,Mikael Mandron,60,2015
1887,Fikayo Tomori,59,2015
1888,Callum Williams,59,2015
1889,Djair Parfitt-Williams,59,2015
1890,Dominic Kurasik,59,2015
1891,Daniel Gyollai,59,2015
1892,Eddy Lecygne,59,2015
1893,Cameron Carter-Vickers,59,2015
1894,Charlie Colkett,59,2015
1895,Lewis Page,59,2015
1896,Thomas Robson,59,2015
1897,Tafari Moore,59,2015
1898,Samir Nabi,59,2015
1899,Alex Bray,59,2015
1900,Oliver Davies,59,2015
1901,George Honeyman,59,2015
1902,Callam Jones,59,2015
1903,Raheem Hanley,59,2015
1904,Chris Kettings,59,2015
1905,Lee Lucas,59,2015
1906,Raphael Spiegel,59,2015
1907,Olufela Olomola,58,2015
1908,Luka Belic,58,2015
1909,Jordan Lee,58,2015
1910,Jack Simpson,58,2015
1911,Owain Jones,58,2015
1912,Will Wood,58,2015
1913,Daniel Crowley,58,2015
1914,Jordan Lyden,58,2015
1915,Josh Vickers,58,2015
1916,Julio Pleguezuelo,58,2015
1917,Liam Agnew,58,2015
1918,Tosin Adarabioyo,58,2015
1919,Joshua Debayo,58,2015
1920,Cameron King,58,2015
1921,Josh Sheehan,58,2015
1922,Henry Jones,58,2015
1923,Bernard Mensah,58,2015
1924,Marcus Browne,57,2015
1925,Jack Fitzwater,57,2015
1926,Aaron Bissaka,57,2015
1927,Mateusz Hewelt,57,2015
1928,Ben Godfrey,57,2015
1929,William Miller,57,2015
1930,Maksymilian Stryjek,57,2015
1931,Simonas Stankevičius,57,2015
1932,Alex Jakubiak,57,2015
1933,Sean Goss,57,2015
1934,Adel Gafaiti,57,2015
1935,Rene Gilmartin,57,2015
1936,Ebou Adams,56,2015
1937,Grady Diangana,56,2015
1938,Ethan Robson,56,2015
1939,Callum Connolly,56,2015
1940,Kyle Walker-Peters,56,2015
1941,Kyle Bailey,56,2015
1942,Bradley Collins,56,2015
1943,Emmanuel Sonupe,56,2015
1944,Jamie Eaton-Collins,56,2015
1945,Reise Allassani,56,2015
1946,Ryan Watson,56,2015
1947,Anthony Georgiou,55,2015
1948,Christian Maghoma,55,2015
1949,Josh Robson,55,2015
1950,Easah Suliman,55,2015
1951,Brandon Fox,55,2015
1952,Dom Telford,55,2015
1953,Connor Dymond,55,2015
1954,Connor Randall,55,2015
1955,Jonathan Muleba,55,2015
1956,Reece Hall-Johnson,55,2015
1957,Cy Goddard,54,2015
1958,Luke Amos,54,2015
1959,Jonathan Maddison,54,2015
1960,Todd Cantwell,54,2015
1961,Luke Croll,54,2015
1962,Alex Palmer,54,2015
1963,Afolabi Coker,54,2015
1964,Kevin Mbabu,54,2015
1965,Keinan Davis,53,2015
1966,Nathan Gartside,53,2015
1967,George Byers,53,2015
1968,Mark Waddington,53,2015
1969,James Horsfield,53,2015
1970,George Dobson,52,2015
1971,Tom Davies,51,2015
1972,Matt Macey,51,2015
1973,Niall Mason,50,2015
1974,Josh Doherty,50,2015
1975,Corey Blackett-Taylor,48,2015
1976,Bradley Watkins,46,2015
1977,De Gea,90,2016
1978,Zlatan Ibrahimovic,90,2016
1979,Thibaut Courtois,89,2016
1980,Eden Hazard,89,2016
1981,Mesut Ozil,89,2016
1982,Sergio Aguero,89,2016
1983,Paul Pogba,88,2016
1984,Kevin De Bruyne,88,2016
1985,Alexis Sanchez,88,2016
1986,Hugo Lloris,88,2016
1987,Petr Cech,88,2016
1988,David Silva,87,2016
1989,Henrikh Mkhitaryan,86,2016
1990,Christian Eriksen,86,2016
1991,Coutinho,86,2016
1992,Diego Costa,86,2016
1993,Cesc Fabregas,86,2016
1994,Vincent Kompany,86,2016
1995,Harry Kane,85,2016
1996,Romelu Lukaku,85,2016
1997,İlkay Gundogan,85,2016
1998,Toby Alderweireld,85,2016
1999,Willian,85,2016
2000,Juan Mata,85,2016
2001,Laurent Koscielny,85,2016
2002,Santi Cazorla,85,2016
2003,Riyad Mahrez,84,2016
2004,Shkodran Mustafi,84,2016
2005,Ander Herrera,84,2016
2006,Nemanja Matic,84,2016
2007,David Luiz,84,2016
2008,Yaya Toure,84,2016
2009,Eric Bailly,83,2016
2010,N'Golo Kante,83,2016
2011,Virgil van Dijk,83,2016
2012,Raheem Sterling,83,2016
2013,Roberto Firmino,83,2016
2014,Marcos Rojo,83,2016
2015,Joel Matip,83,2016
2016,Nicolas Otamendi,83,2016
2017,Chris Smalling,83,2016
2018,Pedro,83,2016
2019,Aaron Ramsey,83,2016
2020,Azpilicueta,83,2016
2021,Adam Lallana,83,2016
2022,Olivier Giroud,83,2016
2023,Jan Vertonghen,83,2016
2024,Asmir Begovic,83,2016
2025,Daniel Sturridge,83,2016
2026,Gary Cahill,83,2016
2027,Ashley Williams,83,2016
2028,Steve Mandanda,83,2016
2029,Leighton Baines,83,2016
2030,Kasper Schmeichel,83,2016
2031,Leroy Sane,82,2016
2032,Islam Slimani,82,2016
2033,Anthony Martial,82,2016
2034,Dele Alli,82,2016
2035,Sadio Mane,82,2016
2036,Loris Karius,82,2016
2037,Jack Butland,82,2016
2038,Granit Xhaka,82,2016
2039,Idrissa Gueye,82,2016
2040,Xherdan Shaqiri,82,2016
2041,Nathaniel Clyne,82,2016
2042,Jack WilshereL,82,2016
2043,Kyle Walker,82,2016
2044,Gylfi Sigurdsson,82,2016
2045,Marko Arnautovic,82,2016
2046,Jordan Henderson,82,2016
2047,Mamadou SakhoL,82,2016
2048,Seamus Coleman,82,2016
2049,Morgan Schneiderlin,82,2016
2050,Claudio Bravo,82,2016
2051,Kevin Mirallas,82,2016
2052,Jose Fonte,82,2016
2053,Antonio Valencia,82,2016
2054,Moussa Dembele,82,2016
2055,Fernandinho,82,2016
2056,Victor Valdes,82,2016
2057,Wayne Rooney,82,2016
2058,Per Mertesacker,82,2016
2059,Michael Carrick,82,2016
2060,Jamie Vardy,81,2016
2061,Nolito,81,2016
2062,Lucas Perez,81,2016
2063,Ross Barkley,81,2016
2064,Dejan Lovren,81,2016
2065,Roberto Pereyra,81,2016
2066,Daley Blind,81,2016
2067,Salomon Rondon,81,2016
2068,James McCarthy,81,2016
2069,Christian Benteke,81,2016
2070,Georginio Wijnaldum,81,2016
2071,Erik Lamela,81,2016
2072,Danny Rose,81,2016
2073,Theo Walcott,81,2016
2074,Bacary Sagna,81,2016
2075,Jermain Defoe,81,2016
2076,John Terry,81,2016
2077,Michy Batshuayi,80,2016
2078,Kurt Zouma,80,2016
2079,Hector Bellerin,80,2016
2080,John Stones,80,2016
2081,Heung Min Son,80,2016
2082,Dusan Tadic,80,2016
2083,Alex Oxlade-Chamberlain,80,2016
2084,Wilfried Zaha,80,2016
2085,Manolo Gabbiadini,80,2016
2086,Phil Jones,80,2016
2087,Michail Antonio,80,2016
2088,Wilfried BonyL,80,2016
2089,Manuel Lanzini,80,2016
2090,Victor Wanyama,80,2016
2091,Ron-Robert Zieler,80,2016
2092,Danny Welbeck,80,2016
2093,Danny Drinkwater,80,2016
2094,Aleksandar Kolarov,80,2016
2095,Matteo Darmian,80,2016
2096,Angelo Ogbonna,80,2016
2097,Nordin Amrabat,80,2016
2098,Martin Caceres,80,2016
2099,Nacho Monreal,80,2016
2100,Andre Ayew,80,2016
2101,Winston Reid,80,2016
2102,Lucas Leiva,80,2016
2103,Simon Mignolet,80,2016
2104,Sergio Romero,80,2016
2105,Ryan Bertrand,80,2016
2106,Ryan Shawcross,80,2016
2107,Yohan Cabaye,80,2016
2108,Łukasz Fabiański,80,2016
2109,Ben Foster,80,2016
2110,NegredoL,80,2016
2111,Pablo Zabaleta,80,2016
2112,James Milner,80,2016
2113,Michel Vorm,80,2016
2114,Phil Jagielka,80,2016
2115,Gareth Barry,80,2016
2116,Gabriel Jesus,79,2016
2117,Divock Origi,79,2016
2118,Sofiane Boufal,79,2016
2119,Emre Can,79,2016
2120,Michael Keane,79,2016
2121,Luke Shaw,79,2016
2122,Eric Dier,79,2016
2123,Federico Fernandez,79,2016
2124,Gabriel,79,2016
2125,Cedric,79,2016
2126,Bruno Martins IndiL,79,2016
2127,Giannelli Imbula,79,2016
2128,Adrian,79,2016
2129,Wahbi Khazri,79,2016
2130,Marcos Alonso,79,2016
2131,Francis Coquelin,79,2016
2132,Sofiane Feghouli,79,2016
2133,Claudio Yacob,79,2016
2134,Moussa Sissoko,79,2016
2135,Loic RemyL,79,2016
2136,Marouane Fellaini,79,2016
2137,David Ospina,79,2016
2138,Jonny Evans,79,2016
2139,Tom Heaton,79,2016
2140,Llorente,79,2016
2141,Mathieu Debuchy,79,2016
2142,Ibrahim Afellay,79,2016
2143,Scott Dann,79,2016
2144,Jesus Navas,79,2016
2145,Willy Caballero,79,2016
2146,Marcus Rashford,78,2016
2147,Kevin Wimmer,78,2016
2148,Jesse Lingard,78,2016
2149,Ben Davies,78,2016
2150,M'Baye NiangL,78,2016
2151,Gaston Ramirez,78,2016
2152,Nacer Chadli,78,2016
2153,Jordy Clasie,78,2016
2154,Charlie Austin,78,2016
2155,Borja Baston,78,2016
2156,Andros Townsend,78,2016
2157,Shinji Okazaki,78,2016
2158,Allan Nyom,78,2016
2159,Gokhan Tore,78,2016
2160,Tom CleverleyL,78,2016
2161,Yannick Bolasie,78,2016
2162,Alfred N'DiayeL,78,2016
2163,Mame Diouf,78,2016
2164,Jefferson Montero,78,2016
2165,Kieran Gibbs,78,2016
2166,Fernando,78,2016
2167,Fabian Delph,78,2016
2168,Troy Deeney,78,2016
2169,Andy Carroll,78,2016
2170,Ki Sung Yueng,78,2016
2171,Dieumerci Mbokani,78,2016
2172,Victor Moses,78,2016
2173,Fraser Forster,78,2016
2174,Jack Cork,78,2016
2175,Ashley Young,78,2016
2176,Aaron Lennon,78,2016
2177,Gael Clichy,78,2016
2178,Ragnar Klavan,78,2016
2179,Robert Huth,78,2016
2180,Gomes,78,2016
2181,Vincent Janssen,77,2016
2182,Georges-Kevin Nkoudou,77,2016
2183,Mohamed Elneny,77,2016
2184,Abdoulaye Doucoure,77,2016
2185,Pedro Obiang,77,2016
2186,Ramiro Funes Mori,77,2016
2187,Brice Dja Djedje,77,2016
2188,Nampalys Mendy,77,2016
2189,Jordi Amat,77,2016
2190,Papy Djilobodji,77,2016
2191,Danny Ings,77,2016
2192,Costel Pantilimon,77,2016
2193,Jan Kirchhoff,77,2016
2194,Daryl Janmaat,77,2016
2195,Cheikhou Kouyate,77,2016
2196,Leroy Fer,77,2016
2197,Kieran Trippier,77,2016
2198,Joe Allen,77,2016
2199,Marc Albrighton,77,2016
2200,Max Gradel,77,2016
2201,Håvard Nordtveit,77,2016
2202,Jose Holebas,77,2016
2203,Etienne Capoue,77,2016
2204,Stefano Okaka,77,2016
2205,Kamil Grosicki,77,2016
2206,Sebastian Prodl,77,2016
2207,James McArthur,77,2016
2208,Steven Defour,77,2016
2209,Jay Rodriguez,77,2016
2210,Lee Cattermole,77,2016
2211,Darron Gibson,77,2016
2212,Curtis Davies,77,2016
2213,Valon Behrami,77,2016
2214,Robert Snodgrass,77,2016
2215,Mauro Zarate,77,2016
2216,Mark Noble,77,2016
2217,Steven Davis,77,2016
2218,Leon Britton,77,2016
2219,Christian Fuchs,77,2016
2220,Wes Morgan,77,2016
2221,Onyinye Ndidi,76,2016
2222,Enner ValenciaL,76,2016
2223,Jonathan Calleri,76,2016
2224,Lazar MarkovicL,76,2016
2225,ManquilloL,76,2016
2226,Adnan JanuzajL,76,2016
2227,Luka Milivojevic,76,2016
2228,James Ward-Prowse,76,2016
2229,Alberto Moreno,76,2016
2230,Jordan Pickford,76,2016
2231,Saido Berahino,76,2016
2232,Charly Musonda,76,2016
2233,Robbie Brady,76,2016
2234,Ahmed Musa,76,2016
2235,Muhamed Besic,76,2016
2236,Matthew Lowton,76,2016
2237,Jordan Ayew,76,2016
2238,Callum Wilson,76,2016
2239,Joel Robles,76,2016
2240,Andre Gray,76,2016
2241,Marc Muniesa,76,2016
2242,Luciano Narsingh,76,2016
2243,Christian Kabasele,76,2016
2244,Aaron Cresswell,76,2016
2245,Alex McCarthy,76,2016
2246,Miguel Angel Britos,76,2016
2247,Matt Phillips,76,2016
2248,Geoff Cameron,76,2016
2249,Bernardo Espinosa,76,2016
2250,Fabio Borini,76,2016
2251,Lamine Kone,76,2016
2252,James Tomkins,76,2016
2253,Nathan Dyer,76,2016
2254,Shane Long,76,2016
2255,Younes Kaboul,76,2016
2256,Glenn Whelan,76,2016
2257,James Morrison,76,2016
2258,Charlie Adam,76,2016
2259,Àngel Rangel,76,2016
2260,Darren Fletcher,76,2016
2261,Glen Johnson,76,2016
2262,Michael Dawson,76,2016
2263,Gareth McAuley,76,2016
2264,Artur Boruc,76,2016
2265,Wayne Routledge,76,2016
2266,Tom Huddlestone,76,2016
2267,James Collins,76,2016
2268,Maarten Stekelenburg,76,2016
2269,Kelechi Iheanacho,75,2016
2270,Pierre-Emile Hojbjerg,75,2016
2271,Arthur Masuaku,75,2016
2272,Nathan Ake,75,2016
2273,Marten de Roon,75,2016
2274,Oumar NiasseL,75,2016
2275,Calum ChambersL,75,2016
2276,Oriol Romeu,75,2016
2277,Nathan Redmond,75,2016
2278,Diafra Sakho,75,2016
2279,Pape Souare,75,2016
2280,Steve Cook,75,2016
2281,Maya Yoshida,75,2016
2282,Markus Henriksen,75,2016
2283,Ben Mee,75,2016
2284,Fabio,75,2016
2285,Jake Livermore,75,2016
2286,Abel Hernandez,75,2016
2287,Kyle Naughton,75,2016
2288,Joel Ward,75,2016
2289,Patrick van Aanholt,75,2016
2290,Martin Olsson,75,2016
2291,Harry Arter,75,2016
2292,Jeremy Pied,75,2016
2293,Jack Rodwell,75,2016
2294,Yohan Benalouane,75,2016
2295,Andrea RanocchiaL,75,2016
2296,Vito Mannone,75,2016
2297,Erik Pieters,75,2016
2298,Andrew Surman,75,2016
2299,Danny Simpson,75,2016
2300,Sebastian Larsson,75,2016
2301,Eduardo,75,2016
2302,Mathieu Flamini,75,2016
2303,David Marshall,75,2016
2304,Jonathan Walters,75,2016
2305,Arouna Kone,75,2016
2306,Peter Crouch,75,2016
2307,Steven Pienaar,75,2016
2308,Isaac Success,74,2016
2309,Jason DenayerL,74,2016
2310,Didier Ndong,74,2016
2311,Andrew Robertson,74,2016
2312,Alex Iwobi,74,2016
2313,Daniel Amartey,74,2016
2314,Mike van der Hoorn,74,2016
2315,Molla WagueL,74,2016
2316,Viktor Fischer,74,2016
2317,Harry Maguire,74,2016
2318,Benik Afobe,74,2016
2319,Jeff Hendrick,74,2016
2320,James McClean,74,2016
2321,Connor Wickham,74,2016
2322,Ahmed Elmohamady,74,2016
2323,Omar Elabdellaoui,74,2016
2324,Ryan Mason,74,2016
2325,Rudy Gestede,74,2016
2326,Adam Clayton,74,2016
2327,Joshua King,74,2016
2328,Sam Vokes,74,2016
2329,Stephen Ireland,74,2016
2330,Wayne Hennessey,74,2016
2331,Darren Randolph,74,2016
2332,Charlie Daniels,74,2016
2333,Victor Anichebe,74,2016
2334,Marc WilsonL,74,2016
2335,Evandro,74,2016
2336,Leonardo Ulloa,74,2016
2337,Stephen Ward,74,2016
2338,Joe Ledley,74,2016
2339,Damien Delaney,74,2016
2340,Jason Puncheon,74,2016
2341,Simon Francis,74,2016
2342,John O'Shea,74,2016
2343,Ramadan Sobhi,73,2016
2344,Pau LopezL,73,2016
2345,Kenedy,73,2016
2346,Adama,73,2016
2347,Sam Byram,73,2016
2348,Florin Gardoş,73,2016
2349,Tom Carroll,73,2016
2350,Carl Jenkinson,73,2016
2351,Ben Gibson,73,2016
2352,Daniel Ayala,73,2016
2353,Kristoffer Nordfeldt,73,2016
2354,Johann Berg Gudmundsson,73,2016
2355,Adam Smith,73,2016
2356,Ashley Westwood,73,2016
2357,George Friend,73,2016
2358,Ashley Barnes,73,2016
2359,Christian Stuani,73,2016
2360,Dan Gosling,73,2016
2361,Martin Kelly,73,2016
2362,Craig Cathcart,73,2016
2363,George Boyd,73,2016
2364,Juan Camilo ZunigaL,73,2016
2365,Adrian Mariappa,73,2016
2366,Barragan,73,2016
2367,Adam Federici,73,2016
2368,Phil Bardsley,73,2016
2369,Ben Watson,73,2016
2370,Lee Chung Yong,73,2016
2371,Stewart Downing,73,2016
2372,Boaz Myhill,73,2016
2373,Shay Given,73,2016
2374,Demarai Gray,72,2016
2375,Paddy McNair,72,2016
2376,Ryan Fraser,72,2016
2377,Kevin Stewart,72,2016
2378,James Tarkowski,72,2016
2379,Moses Odubajo,72,2016
2380,Bryan Oviedo,72,2016
2381,Adam Forshaw,72,2016
2382,Junior Stanislas,72,2016
2383,Andy King,72,2016
2384,Bakary Sako,72,2016
2385,Scott Arfield,72,2016
2386,Marc Pugh,72,2016
2387,Dean Marney,72,2016
2388,Julian Speroni,72,2016
2389,Timothy Fosu-Mensah,71,2016
2390,Marko Grujic,71,2016
2391,Harry Winks,71,2016
2392,Josh Onomah,71,2016
2393,Bartosz Kapustka,71,2016
2394,Tyrone Mings,71,2016
2395,Alfie Mawson,71,2016
2396,Patrick Bamford,71,2016
2397,Nathaniel Chalobah,71,2016
2398,Jordon Ibe,71,2016
2399,Jon FlanaganL,71,2016
2400,Jeffrey Schlupp,71,2016
2401,Mika,71,2016
2402,Craig Dawson,71,2016
2403,Adama Valentin Diomande,71,2016
2404,David Meyler,71,2016
2405,Fraizer Campbell,71,2016
2406,Billy Jones,71,2016
2407,Lee Grant,71,2016
2408,Gerhard Tremmel,71,2016
2409,Rob Holding,70,2016
2410,Joe Gomez,70,2016
2411,Lewis Cook,70,2016
2412,Stephen Kingsley,70,2016
2413,Todd Kane,70,2016
2414,Cuco Martina,70,2016
2415,Tendayi Darikwa,70,2016
2416,Luke Garbutt,70,2016
2417,Adlene Guedioura,70,2016
2418,Grant Leadbitter,70,2016
2419,Marcin Wasilewski,70,2016
2420,Joleon Lescott,70,2016
2421,Eldin Jakupovic,70,2016
2422,Axel Tuanzebe,69,2016
2423,Ben Chilwell,69,2016
2424,Dominic Solanke,69,2016
2425,Duncan Watmore,69,2016
2426,James Wilson,69,2016
2427,Mouez HassenL,69,2016
2428,Harrison Reed,69,2016
2429,Emiliano Martinez,69,2016
2430,Yaya Sanogo,69,2016
2431,Giedrius Arlauskis,69,2016
2432,Rhoys Wiggins,69,2016
2433,Chris Brunt,69,2016
2434,Trent Alexander-Arnold,68,2016
2435,Tom Davies,68,2016
2436,Lys Mousset,68,2016
2437,Matt Targett,68,2016
2438,Edimilson Fernandes,68,2016
2439,Ruben Loftus-Cheek,68,2016
2440,Sullay Kaikai,68,2016
2441,Brendan Galloway,68,2016
2442,Jack Stephens,68,2016
2443,Doneil Henry,68,2016
2444,Sam Clucas,68,2016
2445,Mark Birighitti,68,2016
2446,Dimitrios Konstantopoulos,68,2016
2447,Cameron Carter-Vickers,67,2016
2448,Mason Holgate,67,2016
2449,Jay Fulton,67,2016
2450,Ashley Fletcher,67,2016
2451,Joel Pereira,67,2016
2452,Nick Pope,67,2016
2453,Lloyd Isgrove,67,2016
2454,Will Keane,67,2016
2455,Kevin Long,67,2016
2456,Ben Hamer,67,2016
2457,Stuart Taylor,67,2016
2458,Oviemuno Ejaria,66,2016
2459,Dael Fry,66,2016
2460,Lynden Gooch,66,2016
2461,Thierry Ambrose,66,2016
2462,Matthew Pennington,66,2016
2463,Ezekiel Fryers,66,2016
2464,Hal Robson-Kanu,66,2016
2465,Brahim Diaz,65,2016
2466,Ademola Lookman,65,2016
2467,Kieran Dowell,65,2016
2468,Martin Samuelsen,65,2016
2469,Angus Gunn,65,2016
2470,Baily Cargill,65,2016
2471,Kenji Gorre,65,2016
2472,Brad Smith,65,2016
2473,James Husband,65,2016
2474,Sam Field,64,2016
2475,Jonathan Leko,64,2016
2476,Aleix Garcia,64,2016
2477,Dan Agyei,64,2016
2478,Hamza Choudhury,64,2016
2479,Ainsley Maitland-Niles,64,2016
2480,Regan Poole,64,2016
2481,Sheyi Ojo,64,2016
2482,Jake Hesketh,64,2016
2483,Sinan Bytyqi,64,2016
2484,Sam McQueen,64,2016
2485,Ryan Allsop,64,2016
2486,Callum Gribbin,63,2016
2487,Julien Ngoy,63,2016
2488,Ben Woodburn,63,2016
2489,Joel Asoro,63,2016
2490,Donyell Malen,63,2016
2491,Andre Wright,63,2016
2492,Jeff Reine-Adelaide,63,2016
2493,Ola Aina,63,2016
2494,Tosin Adarabioyo,63,2016
2495,Dominic Calvert-Lewin,63,2016
2496,Josh Sims,63,2016
2497,Ryan Seager,63,2016
2498,Brian Lenihan,63,2016
2499,Domingos Quina,62,2016
2500,Zachary Elbouzedi,62,2016
2501,Cameron Humphreys-Grant,62,2016
2502,Oliver McBurnie,62,2016
2503,Joshua Harrop,62,2016
2504,Daniel Bachmann,62,2016
2505,Zachary Dearnley,61,2016
2506,DJ Buffonge,61,2016
2507,Danny Barbir,61,2016
2508,Ben Liddle,61,2016
2509,Herbie Kane,61,2016
2510,Kyle Edwards,61,2016
2511,Harry Charsley,61,2016
2512,Paolo Fernandes,61,2016
2513,Jonathan Benteke,61,2016
2514,Harry Wilson,61,2016
2515,Callam Jones,61,2016
2516,Jordan Houghton,61,2016
2517,Rhian Brewster,60,2016
2518,Tom Edwards,60,2016
2519,Dujon Sterling,60,2016
2520,Paulo Alves,60,2016
2521,Thibaud Verlinden,60,2016
2522,Marcus Edwards,60,2016
2523,Josh Maja,60,2016
2524,Jimmy Dunne,60,2016
2525,Josh Tymon,60,2016
2526,Daniel James,60,2016
2527,Conor Masterson,60,2016
2528,Marcus Browne,60,2016
2529,Jack Simpson,60,2016
2530,Djair Parfitt-Williams,60,2016
2531,Antonee Robinson,60,2016
2532,Eddy Lecygne,60,2016
2533,Kyle Walker-Peters,60,2016
2534,Chris Willock,60,2016
2535,Rees Greenwood,60,2016
2536,Connor Roberts,60,2016
2537,Aaron Nemane,60,2016
2538,Jack Rose,60,2016
2539,Bradley Fewster,60,2016
2540,Courtney Duffus,60,2016
2541,Donald Love,60,2016
2542,David Henen,60,2016
2543,Marcus Tavernier,59,2016
2544,Ogo Obi,59,2016
2545,Demetri Mitchell,59,2016
2546,Ben Hinchliffe,59,2016
2547,Ollie Harfield,59,2016
2548,Aaron Ramsdale,59,2016
2549,Luke Dreher,59,2016
2550,Liam Edwards,59,2016
2551,Will Patching,59,2016
2552,Will Wood,59,2016
2553,Greg Luer,59,2016
2554,Jordan Williams,59,2016
2555,George Honeyman,59,2016
2556,Jordan McGheeL,59,2016
2557,Adam King,59,2016
2558,Rene Gilmartin,59,2016
2559,Dan Kemp,58,2016
2560,Robbie McCourt,58,2016
2561,Scott McTominay,58,2016
2562,Mikael Ndjoli,58,2016
