,Season,Player,Age,Sellingteam,Buyingteam,Marketvalue,Fee
906,2016,Leonardo Morosini,21,Brescia,Genoa,1.98,2.25
907,2016,Evandro,30,FC Porto,Hullcity,1.8,2.25
908,2016,Carlos Auzqui,25,Estudiantes,River Plate,1.8,2.25
909,2016,Bernard Berisha,25,Anzhi,Akhmat Grozny,1.8,2.25
910,2016,Robin Quaison,23,US Palermo,1.FSV Mainz 05,1.8,2.25
911,2016,Tamas Kadar,26,Lech Poznan,Dynamo Kyiv,1.58,2.25
912,2016,Darron Gibson,29,Everton,Sunderland,1.35,2.25
913,2016,Jerome Onguene,19,FC Sochaux,VfB Stuttgart,1.35,2.25
914,2016,Haolun Mi,23,SJZ Ever Bright,TJ Quanjian,0.158,2.25
915,2016,Joaquin Ardaiz,18,Danubio FC,Tanque Sisley,0.158,2.25
916,2016,Francesco Antonucci,17,Ajax U19,Monaco U19,0,2.25
917,2016,Junior Alonso,23,Cerro Porteno,LOSC Lille,0,2.25
918,2016,Juan Martin Lucero,25,Johor DT,Club Tijuana,2.16,2.2
919,2016,Razvan Marin,20,FC Viitorul,Standard Liege,1.8,2.16
920,2016,Georgiy Dzhikiya,23,Amkar Perm,Spartak Moscow,2.25,2.12
921,2016,Mamadou Sakho,26,Liverpool,CrystalPalace Palace,10.8,2.07
922,2016,Kerim Frei,23,Besiktas,Birmingham,4.05,2.03
923,2016,Christian Gytkjaer,26,Rosenborg BK,1860 Munich,1.17,2.03
924,2016,Dorin Rotariu,21,Dinamo Bukarest,Club Brugge,1.58,1.98
925,2016,Junior Moraes,29,Dynamo Kyiv,TJ Quanjian,3.15,1.89
926,2016,Denis Alibec,26,Astra Giurgiu,FCSB,2.25,1.84
927,2016,Simone Zaza,25,Juventus,Valencia,13.5,1.8
928,2016,Roberto Gagliardini,22,Atalanta,Inter,7.2,1.8
929,2016,Victor Cuesta,28,Independiente,Internacional,3.6,1.8
930,2016,Gabriel,24,Monte Azul-SP,Corinthians,3.6,1.8
931,2016,Luis Hernandez,27,Leicester,Malaga CF,3.15,1.8
932,2016,Thomas Delaney,25,FC Copenhagen,Werder Bremen,3.15,1.8
933,2016,Bryan Oviedo,26,Everton,Sunderland,2.7,1.8
934,2016,Birkir Bjarnason,28,FC Basel,AstonVilla,2.7,1.8
935,2016,Emerson,22,Santos FC,AS Roma,2.7,1.8
936,2016,Matias Alustiza,32,Puebla FC,Atlas,1.62,1.8
937,2016,Mathieu Peybernes,26,SC Bastia,FC Lorient,1.35,1.8
938,2016,Viktor Claesson,25,Elfsborg,Krasnodar,1.35,1.8
939,2016,Pawel Wszolek,24,Hellas Verona,QPR,1.08,1.8
940,2016,Filipe Augusto,23,Rio Ave FC,Benfica,0.72,1.8
941,2016,Sander Berge,18,Valerenga,KRC Genk,0.72,1.8
942,2016,Bartosz Bereszynski,24,Legia Warszawa,Sampdoria,0.54,1.8
943,2016,Hyoran,23,Chapecoense,Palmeiras,0.45,1.8
944,2016,Zhichao Li,28,JS Suning,WH Zall,0.113,1.8
945,2016,Baixu Xiang,21,TJ Quanjian,GZ R&F,23,1.8
946,2016,Dalong Wang,27,ZJ Yiteng,SZ FC,90,1.73
947,2016,Aleksandar Prijovic,26,Legia Warszawa,PAOK Salonika,1.35,1.71
948,2016,Leandro Gonzalez Pirez,24,Estudiantes,Atlanta United,2.34,1.68
949,2016,Jose Naranjo,22,Celta de Vigo,KRC Genk,1.8,1.62
950,2016,Mergim Mavraj,30,1. FC Koln,Hamburger SV,1.58,1.62
951,2016,Milan Djuric,26,RC Cesena,Bristol City,0.9,1.62
952,2016,Sverrir Ingi Ingason,23,KSC Lokeren,Granada CF,0.9,1.62
953,2016,Wescley,25,Atletico-MG,Vissel Kobe,0.405,1.62
954,2016,Ruben Botta,27,CF Pachuca,San Lorenzo,2.07,1.53
955,2016,Junior Sornoza,22,Independiente,Fluminense,1.98,1.53
956,2016,Jefferson Orejuela,23,Independiente,Fluminense,1.35,1.53
957,2016,Isaac Mbenza,20,Standard Liege,Montpellier,1.08,1.53
958,2016,Cheick Keita,20,Virtus Entella,Birmingham,0.81,1.53
959,2016,Keagan Dolly,24,Sundowns,Montpellier,0.72,1.53
960,2016,Miha Zajc,22,NK Olimpija,FC Empoli,0.72,1.53
961,2016,Irfan Can Kahveci,21,Genclerbirligi,Basaksehir,2.25,1.45
962,2016,Pedro Henrique,26,Stade Rennais,PAOK Salonika,2.7,1.44
963,2016,Hugo Rodallega,31,Akhisarspor,Trabzonspor,2.52,1.44
964,2016,Sebastian Polter,25,QPR,Union Berlin,1.8,1.44
965,2016,Tesfaldet Tekie,19,Norrkoping,KAA Gent,0.45,1.44
966,2016,Xiaoheng Nan,21,XJ T. Leopard,JS Suning Res.,68,1.37
967,2016,Riccardo Saponara,25,FC Empoli,Fiorentina,10.8,1.35
968,2016,Marcos Guilherme,21,Atletico-PR,Dinamo Zagreb,4.05,1.35
969,2016,Emmanuel Mas,27,San Lorenzo,Trabzonspor,3.6,1.35
970,2016,Gregory Sertic,27,G. Bordeaux,Marseille,3.6,1.35
971,2016,Marcelo Meli,24,Boca Juniors,Racing Club,2.7,1.35
972,2016,Guido Burgstaller,27,1.FC Nuremberg,FC Schalke 04,1.8,1.35
973,2016,Dieumerci Ndongala,25,KAA Gent,Standard Liege,1.35,1.35
974,2016,Cristian Ramirez,22,Ferencvaros,Krasnodar,1.35,1.35
975,2016,Luis Caicedo,24,Independiente,Cruzeiro,1.26,1.35
976,2016,Moritz Leitner,24,Lazio,FC Augsburg,1.26,1.35
977,2016,Gerso,25,Belenenses,Kansas,1.13,1.35
978,2016,Ebenezer Ofori,21,AIK,VfB Stuttgart,1.08,1.35
979,2016,Carlos Strandberg,20,CSKA Moscow,Club Brugge,0.9,1.35
980,2016,Vincent Sierro,21,FC Sion,SC Freiburg,0.9,1.35
981,2016,Chang-hun Kwon,22,Suwon Bluewings,Dijon,0.81,1.35
982,2016,Lukas Pokorný,23,Slovan Liberec,Montpellier,0.72,1.35
983,2016,Nordi Mukiele,19,Stade Laval,Montpellier,0.72,1.35
984,2016,Andrea Beghetto,22,SPAL,Genoa,0.54,1.35
985,2016,Lee Grant,33,Derby,Stoke,0.45,1.35
986,2016,Francisco Vera,22,Benfica B,Rubio Ñu,0.315,1.35
987,2016,Bassem Srarfi,19,Club Africain,OGC Nice,0.248,1.35
988,2016,Joao Pedro,23,Vit. Guimaraes,LA Galaxy,0.9,1.31
989,2016,Yeferson Soteldo,19,Zamora,Huachipato FC,0.495,1.3
990,2016,Rafael Assis,26,Chaves,Braga,0.72,1.27
991,2016,Ben Marshall,25,Blackburn,Wolves,1.35,1.26
992,2016,Jin-su Kim,24,TSG Hoffenheim,Jeonbuk Motors,1.35,1.26
993,2016,Juan Manuel Valencia,18,Cortulua,Bologna,0.45,1.26
994,2016,Jose Leguizamon,25,Olimpia,CA Rosario,0,1.26
995,2016,Wei Wang,27,QD Jonoon,SH Shenhua,68,1.24
996,2016,Junpeng Du,26,Tianjin Res.,BD Yingli Yiton,45,1.24
997,2016,Xueming Liang,21,GZ Evergrande,GZ Hengfeng,45,1.23
998,2016,Tanaboon Kesarat,23,Muangthong Utd.,Chiangrai Utd.,0.27,1.22
999,2016,Xu Han,28,DL Transcen.,DL Yifang,90,1.22
1000,2017,Philippe Coutinho,25,Liverpool,FC Barcelona,81,0.117
1001,2017,Virgil van Dijk,26,Southampton,Liverpool,27,70.92
1002,2017,Diego Costa,29,Chelsea,Atletico Madrid,45,59.4
1003,2017,Aymeric Laporte,23,Athletic,ManCity,22.5,58.5
1004,2017,Pierre-Emerick Aubameyang,28,Bor. Dortmund,Arsenal,58.5,57.38
1005,2017,Cedric Bakambu,26,Villarreal,BJ Sinobo Guoan,22.5,36
1006,2017,Alexis Sanchez,29,Arsenal,ManUtd,63,30.6
1007,2017,Henrikh Mkhitaryan,29,ManUtd,Arsenal,31.5,30.6
1008,2017,Inigo Martinez,26,Real Sociedad,Athletic,22.5,28.8
1009,2017,Yannick Carrasco,24,Atletico Madrid,DL Yifang,36,27
1010,2017,Lucas Moura,25,Paris SG,Tottenham,25.2,25.56
1011,2017,Andre Ayew,28,West Ham,Swansea,16.2,20.52
1012,2017,Theo Walcott,28,Arsenal,Everton,18,20.25
1013,2017,Cenk Tosun,26,Besiktas,Everton,9.45,20.25
1014,2017,Guido Carrillo,26,Monaco,Southampton,5.4,19.8
1015,2017,Manuel Akanji,22,FC Basel,Bor. Dortmund,4.5,19.35
1016,2017,Pietro Pellegri,16,Genoa,Monaco,7.2,18.9
1017,2017,Emerson,23,AS Roma,Chelsea,12.6,18
1018,2017,Olivier Giroud,31,Arsenal,Chelsea,18,15.3
1019,2017,Jurgen Locadia,24,PSV Eindhoven,BrightonAlbion,7.65,15.3
1020,2017,Ross Barkley,24,Everton,Chelsea,22.5,15.21
1021,2017,Badou Ndiaye,27,Galatasaray,Stoke,6.3,14.4
1022,2017,Francis Coquelin,26,Arsenal,Valencia,10.8,12.6
1023,2017,Sandro Wagner,30,TSG Hoffenheim,Bayern Munich ,8.1,11.7
1024,2017,Alex Pritchard,24,Norwich,Huddersfield,4.5,11.12
1025,2017,Ezequiel Barco,18,Independiente,Atlanta United,5.85,11.05
1026,2017,Maximiliano Romero,18,Velez Sarsfield,PSV Eindhoven,3.6,10.8
1027,2017,Yerry Mina,23,Palmeiras,FC Barcelona,8.1,10.62
1028,2017,Lucas Pratto,29,Sao Paulo,River Plate,4.05,10.35
1029,2017,Martin Terrier,20,LOSC Lille,Olympique Lyon,10.8,9.9
1030,2017,Guilherme Arana,20,Corinthians,Sevilla FC,9,9.9
1031,2017,Jonathan Viera,28,UD Las Palmas,BJ Sinobo Guoan,7.2,9.9
1032,2017,Jo,30,Corinthians,Nagoya Grampus,3.6,9.9
1033,2017,Marc Bartra,27,Bor. Dortmund,Real Betis,13.5,9.45
1034,2017,Jordan Hugill,25,Preston NE,West Ham,2.7,9.18
1035,2017,Diafra Sakho,28,West Ham,Stade Rennais,7.2,9
1036,2017,Alexander Sorloth,22,FC Midtjylland,CrystalPalace Palace,1.8,8.1
1037,2017,Sofiane Hanni,27,RSC Anderlecht,Spartak Moscow,6.3,7.2
1038,2017,Admir Mehmedi,26,Bay. Leverkusen,VfL Wolfsburg,3.15,7.2
1039,2017,Rafik Guitane,18,AC Le Havre,Stade Rennais,0.135,7.2
1040,2017,Wendel,20,Fluminense,Sporting CP,6.75,6.75
1041,2017,Milot Rashica,21,Vitesse,Werder Bremen,4.5,6.3
1042,2017,Pol Lirola,20,Juventus,Sassuolo,4.5,6.3
1043,2017,Gary Madine,27,Bolton,CardiffCity,0.27,6.12
1044,2017,Moritz Bauer,25,Rubin Kazan,Stoke,2.7,5.58
1045,2017,Hector Moreno,30,AS Roma,Real Sociedad,4.5,5.4
1046,2017,Jonathan Urretaviscaya,27,CF Pachuca,Monterrey,3.15,5.29
1047,2017,Nico Gaitan,30,Atletico Madrid,DL Yifang,13.5,5.18
1048,2017,Ricardo Centurion,25,Genoa,Racing Club,3.6,5.13
1049,2017,Jose Fonte,34,West Ham,DL Yifang,4.5,5.01
1050,2017,Mario Rui,26,AS Roma,SSC Napoli,7.2,4.95
1051,2017,Javier Mascherano,33,FC Barcelona,HB CFFC,5.4,4.95
1052,2017,Richmond Boakye,25,Red Star,JS Suning,5.4,4.95
1053,2017,Alejandro Romero Gamarra,23,Huracan,NY Red Bulls,3.15,4.95
1054,2017,Walter Montoya,24,Sevilla FC,CD Cruz Azul,2.7,4.95
1055,2017,Rasmus Kristensen,20,FC Midtjylland,AFC Ajax,1.58,4.95
1056,2017,Dodo,26,Inter,Sampdoria,1.35,4.95
1057,2017,Adam Forshaw,26,Middlesbrough,Leeds,2.7,4.59
1058,2017,Carlos Vela,28,Real Sociedad,Los Angeles FC,9,4.5
1059,2017,Dodi Lukebakio,20,RSC Charleroi,Watford,2.7,4.5
1060,2017,Ahmed Hegazy,26,Ahly,West Brom,2.7,4.5
1061,2017,Rafael Silva,25,Urawa Reds,WH Zall,1.22,4.5
1062,2017,Achraf Bencharki,23,Wydad AC,Hilal,0.9,4.5
1063,2017,Federico Mattiello,22,Juventus,Atalanta,0.9,4.5
1064,2017,Orlando Sa,29,Standard Liege,HN Jianye,1.98,4.32
1065,2017,Elmir Nabiullin,22,Rubin Kazan,Zenit S-Pb,4.5,4.05
1066,2017,Augusto Fernandez,31,Atletico Madrid,BJ Renhe,3.6,4.05
1067,2017,Nicolas Tagliafico,25,Independiente,AFC Ajax,5.4,3.6
1068,2017,Bryan Dabo,25,Saint-Etienne,Fiorentina,3.6,3.6
1069,2017,Ezequiel Cerutti,26,San Lorenzo,Hilal,3.15,3.6
1070,2017,Benjamin Verbic,24,FC Copenhagen,Dynamo Kyiv,1.8,3.6
1071,2017,Jack Harrison,21,NYCFC,ManCity,1.58,3.6
1072,2017,Pontus Dahlberg,19,IFK Goteborg,Watford,0.72,3.51
1073,2017,Anthony Ujah,27,Liaoning FC,1.FSV Mainz 05,2.7,3.42
1074,2017,Nicolae Stanciu,24,RSC Anderlecht,Sparta Praha,3.6,3.38
1075,2017,Johnathan,27,Suwon Bluewings,TJ Teda,1.35,3.33
1076,2017,Frank Acheampong,24,RSC Anderlecht,TJ Teda,4.05,3.15
1077,2017,Andrew Gravillon,19,Benevento,Pescara,0.9,3.15
1078,2017,Jose Sosa,32,AC Milan,Trabzonspor,3.6,3.06
1079,2017,Silvio Romero,29,America,Independiente,3.15,3.06
1080,2017,Cyrus Christie,25,Middlesbrough,Fulham,1.8,3.06
1081,2017,Fernando Gaibor,26,CS Emelec,Independiente,1.44,3.06
1082,2017,Andres Ibarguen,25,Racing Club,America,3.6,2.97
1083,2017,Magomed Ozdoev,25,Rubin Kazan,Zenit S-Pb,2.7,2.97
1084,2017,Steve,23,YB Funde,Vejle BK,1.26,2.95
1085,2017,Steve,23,Vejle BK,GZ Hengfeng,1.26,2.95
1086,2017,Bruno Zuculini,24,Hellas Verona,River Plate,1.53,2.93
1087,2017,Damir Ceter,20,Quindio,Cagliari Calcio,0.315,2.88
1088,2017,Franco Armani,31,Atl. Nacional,River Plate,1.44,2.84
1089,2017,Vincent Koziello,22,OGC Nice,1. FC Koln,9.9,2.7
1090,2017,Mario Gomez,32,VfL Wolfsburg,VfB Stuttgart,5.4,2.7
1091,2017,Seydou Doumbia,30,AS Roma,Sporting CP,4.5,2.7
